"uid","domainID","siteID","namedLocation","passStartTime","passEndTime","passNumber","eventID","taxonID","scientificName","morphospeciesID","bulkFishCount","actualOrEstimated","identificationQualifier","identificationReferences","identifiedBy","remarks"
"7649f76a-b770-47fa-b7d2-f15cc4f58f60","D01","HOPB","HOPB.AOS.fish.point.08","2017-05-03T18:30Z","2017-05-03T19:40Z",1,"HOPB.20170503.08.1.e-fisher","RHIATR","Rhinichthys atratulus",NA,27,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"179f2024-8a29-4819-abb1-3818efa3927f","D01","HOPB","HOPB.AOS.fish.point.10","2017-05-04T14:50Z","2017-05-04T15:50Z",1,"HOPB.20170503.10.1.e-fisher","RHIATR","Rhinichthys atratulus",NA,15,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"484d8f1a-39e5-4674-b32d-e05068fc391e","D01","HOPB","HOPB.AOS.fish.point.10","2017-05-04T17:20Z","2017-05-04T18:10Z",2,"HOPB.20170503.10.2.e-fisher","RHIATR","Rhinichthys atratulus",NA,13,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"d3d7d0fd-74f9-41b9-b99d-6a3dd50c944f","D01","HOPB","HOPB.AOS.fish.point.10","2017-05-04T17:20Z","2017-05-04T18:10Z",3,"HOPB.20170503.10.2.e-fisher","SEMATR","Semotilus atromaculatus",NA,15,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"e7f689e1-e3dc-4c91-8dc4-65c24b06fd67","D01","HOPB","HOPB.AOS.fish.point.10","2017-05-04T18:50Z","2017-05-04T19:50Z",3,"HOPB.20170503.10.3.e-fisher","RHIATR","Rhinichthys atratulus",NA,15,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"4e97f022-5950-4685-bbbe-90461e074d0b","D01","HOPB","HOPB.AOS.fish.point.10","2017-05-04T18:50Z","2017-05-04T19:50Z",3,"HOPB.20170503.10.3.e-fisher","SEMATR","Semotilus atromaculatus",NA,17,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"2839c42f-21e9-4176-bcbf-d9cc7cee37af","D01","HOPB","HOPB.AOS.fish.point.02","2017-10-23T06:15Z","2017-10-23T19:30Z",1,"HOPB.20171023.02.1.e-fisher","RHIATR","Rhinichthys atratulus",NA,40,"actual",NA,"Werner 2004","VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"38cf4541-9b8e-4aa0-9eb9-e27a1a47b876","D01","HOPB","HOPB.AOS.fish.point.06","2017-11-03T16:35Z","2017-11-03T17:10Z",3,"HOPB.20171103.06.3.e-fisher","RHIATR","Rhinichthys atratulus",NA,1,"actual",NA,NA,"afMynumrDJfHOx0fI3vTk6VTT4ywvC8xHq+A1nEaa2s=",NA
"a34dbd1c-c961-4a80-9059-f4346cf25294","D01","HOPB","HOPB.AOS.fish.point.10","2017-11-08T17:10Z","2017-11-08T18:00Z",1,"HOPB.20171108.10.1.e-fisher","RHIATR","Rhinichthys atratulus",NA,10,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"05420d50-23ca-43af-95fc-f87bd9a0efb9","D01","HOPB","HOPB.AOS.fish.point.10","2017-11-08T19:15Z","2017-11-08T19:50Z",2,"HOPB.20171108.10.2.e-fisher","RHIATR","Rhinichthys atratulus",NA,36,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"080b5414-f13f-4d52-aff7-8505365acb0b","D01","HOPB","HOPB.AOS.fish.point.10","2017-11-08T20:20Z","2017-11-08T21:00Z",3,"HOPB.20171108.10.3.e-fisher","RHIATR","Rhinichthys atratulus",NA,21,"actual",NA,NA,"VgRfkWGhIvy6JiXd4+ka5pQmx5Ia1DAO8H6UY/23kN4=",NA
"b3ebbe38-c47b-4549-bd56-bb86ecb82937","D01","HOPB","HOPB.AOS.fish.point.10","2018-05-03T13:23Z","2018-05-03T14:45Z",1,"HOPB.20180503.10.1.e-fisher","RHIATR","Rhinichthys atratulus",NA,8,"actual",NA,NA,"PONzcN543LsItiUs2/ovWZJvhJKCR2wp0yn9Wu6+yr8=",NA
"6df3ff13-f99a-4a80-a192-ddac7d760a14","D01","HOPB","HOPB.AOS.fish.point.10","2018-05-03T15:23Z","2018-05-03T16:55Z",2,"HOPB.20180503.10.2.e-fisher","RHIATR","Rhinichthys atratulus",NA,35,"actual",NA,NA,"PONzcN543LsItiUs2/ovWZJvhJKCR2wp0yn9Wu6+yr8=",NA
"1f33b610-3698-4e74-bbef-088e71efeec2","D01","HOPB","HOPB.AOS.fish.point.10","2018-05-03T17:27Z","2018-05-03T19:00Z",3,"HOPB.20180503.10.3.e-fisher","RHIATR","Rhinichthys atratulus",NA,22,"actual",NA,NA,"PONzcN543LsItiUs2/ovWZJvhJKCR2wp0yn9Wu6+yr8=",NA
"aeca6620-7975-4df0-bd19-2741360df58f","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T14:16Z","2017-04-10T16:00Z",1,"LEWI.20170410.01.1.e-fisher","COTGIR","Cottus girardi",NA,127,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"54c6ba1e-d747-4f46-88d1-23d9cba9e7a9","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T16:00Z","2017-04-10T19:40Z",3,"LEWI.20170410.01.3.e-fisher","COTGIR","Cottus girardi",NA,114,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"b1a63088-2cfb-417f-97fb-a2e48a5a46d3","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T16:00Z","2017-04-10T19:40Z",3,"LEWI.20170410.01.3.e-fisher","CLIFUN","Clinostomus funduloides",NA,12,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"73509d47-802f-49e6-bbae-b9f4e0db5c3f","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T16:00Z","2017-04-10T19:40Z",3,"LEWI.20170410.01.3.e-fisher","SEMATR","Semotilus atromaculatus",NA,27,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"e6297476-7251-4b6c-9910-5e9fe4a63759","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T16:00Z","2017-04-10T19:40Z",3,"LEWI.20170410.01.3.e-fisher","RHICAT","Rhinichthys cataractae",NA,24,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"3744d5e1-28e9-4597-98be-7fbf2fce9589","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T17:33Z","2017-04-10T18:07Z",2,"LEWI.20170410.01.2.e-fisher","SEMATR","Semotilus atromaculatus",NA,43,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"13727fe3-d609-4b97-850d-06265e8d4744","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T17:33Z","2017-04-10T18:07Z",2,"LEWI.20170410.01.2.e-fisher","RHICAT","Rhinichthys cataractae",NA,32,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"8a607a9f-0faf-4bc8-982b-716f12c2a7a3","D02","LEWI","LEWI.AOS.fish.point.01","2017-04-10T17:33Z","2017-04-10T18:07Z",2,"LEWI.20170410.01.2.e-fisher","COTGIR","Cottus girardi",NA,181,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"3232ad91-2d34-425b-94ae-26c7137ef2c5","D02","LEWI","LEWI.AOS.fish.point.04","2017-04-11T12:37Z","2017-04-11T13:15Z",1,"LEWI.20170411.04.1.e-fisher","COTGIR","Cottus girardi",NA,54,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"d215cd70-ca7c-4d97-bdec-483e70dc4489","D02","LEWI","LEWI.AOS.fish.point.04","2017-04-11T14:30Z","2017-04-11T15:15Z",2,"LEWI.20170411.04.2.e-fisher","CLIFUN","Clinostomus funduloides",NA,5,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"c0db6690-a57d-4eba-82ed-7e71b0ed464a","D02","LEWI","LEWI.AOS.fish.point.04","2017-04-11T14:30Z","2017-04-11T15:15Z",2,"LEWI.20170411.04.2.e-fisher","COTGIR","Cottus girardi",NA,28,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"a251ad2e-92ff-4e67-9e1e-d4744a18cca0","D02","LEWI","LEWI.AOS.fish.point.04","2017-04-11T14:30Z","2017-04-11T15:15Z",2,"LEWI.20170411.04.2.e-fisher","RHICAT","Rhinichthys cataractae",NA,2,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"8c1ea9a3-0fa3-44e2-8b81-876db5bc32ff","D02","LEWI","LEWI.AOS.fish.point.04","2017-04-11T16:20Z","2017-04-11T17:11Z",3,"LEWI.20170411.04.3.e-fisher","COTGIR","Cottus girardi",NA,81,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"0b085a30-e26a-4fb3-852a-8b1e07d91852","D02","LEWI","LEWI.AOS.fish.point.04","2017-04-11T16:20Z","2017-04-11T17:11Z",3,"LEWI.20170411.04.3.e-fisher","RHICAT","Rhinichthys cataractae",NA,13,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"1ed79add-2adb-42ad-a74c-1ccbb8b5c68a","D02","LEWI","LEWI.AOS.fish.point.05","2017-04-11T18:16Z","2017-04-11T18:47Z",1,"LEWI.20170411.05.1.e-fisher","COTGIR","Cottus girardi",NA,48,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"39246fe0-0de6-4ebc-af8d-21b6ff2763b0","D02","LEWI","LEWI.AOS.fish.point.06","2017-04-12T13:40Z","2017-04-12T14:38Z",1,"LEWI.20170412.06.1.e-fisher","COTGIR","Cottus girardi",NA,24,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"651a632e-6d26-40ca-b97a-9d99858b9383","D02","LEWI","LEWI.AOS.fish.point.07","2017-04-12T16:19Z","2017-04-12T17:19Z",1,"LEWI.20170412.07.1.e-fisher","COTGIR","Cottus girardi",NA,4,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"72a984e8-0ed9-47bd-bb2c-450e7f9c4c6e","D02","LEWI","LEWI.AOS.fish.point.09","2017-04-13T13:35Z","2017-04-13T14:02Z",1,"LEWI.20170413.09.1.e-fisher","COTGIR","Cottus girardi",NA,21,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"76cae29d-ec33-47c7-abe8-c01e59f048bc","D02","LEWI","LEWI.AOS.fish.point.09","2017-04-13T14:58Z","2017-04-13T15:29Z",2,"LEWI.20170413.09.2.e-fisher","COTGIR","Cottus girardi",NA,57,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"4d7d0bcc-dfc9-406c-bd05-3bb9b8fcabd7","D02","LEWI","LEWI.AOS.fish.point.09","2017-04-13T16:29Z","2017-04-13T17:09Z",3,"LEWI.20170413.09.3.e-fisher","RHICAT","Rhinichthys cataractae",NA,13,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"79354e06-a986-476c-8844-e2c550d3b1ff","D02","LEWI","LEWI.AOS.fish.point.09","2017-04-13T16:29Z","2017-04-13T17:09Z",3,"LEWI.20170413.09.3.e-fisher","COTGIR","Cottus girardi",NA,14,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"51bd0d86-db82-4507-a136-4abb345c3b1e","D02","LEWI","LEWI.AOS.fish.point.01","2017-11-13T14:36Z","2017-11-13T15:34Z",1,"LEWI.20171113.01.1.e-fisher","COTGIR","Cottus girardi",NA,42,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"d5809fa9-6be8-4254-96e6-100583551386","D02","LEWI","LEWI.AOS.fish.point.01","2017-11-13T16:55Z","2017-11-13T17:50Z",2,"LEWI.20171113.01.2.e-fisher","COTGIR","Cottus girardi",NA,88,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"67c5aa54-34a5-4894-9f35-c1472c521c94","D02","LEWI","LEWI.AOS.fish.point.01","2017-11-13T16:55Z","2017-11-13T17:50Z",2,"LEWI.20171113.01.2.e-fisher","RHIATR","Rhinichthys atratulus",NA,6,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"525770c4-0107-42fc-be9a-2e4552e4ffa2","D02","LEWI","LEWI.AOS.fish.point.01","2017-11-13T18:22Z","2017-11-13T18:54Z",3,"LEWI.20171113.01.3.e-fisher","RHIATR","Rhinichthys atratulus",NA,8,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"6857530a-589e-494e-8420-5c7170db7b95","D02","LEWI","LEWI.AOS.fish.point.01","2017-11-13T18:22Z","2017-11-13T18:54Z",3,"LEWI.20171113.01.3.e-fisher","COTGIR","Cottus girardi",NA,40,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"8d6cb79f-b0e6-45c6-bffb-011f8968b0d7","D02","LEWI","LEWI.AOS.fish.point.01","2017-11-13T18:22Z","2017-11-13T18:54Z",3,"LEWI.20171113.01.3.e-fisher","SEMATR","Semotilus atromaculatus",NA,1,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"433fa11e-34ba-4606-8c2e-051774e3776d","D02","LEWI","LEWI.AOS.fish.point.04","2017-11-14T14:28Z","2017-11-14T15:54Z",1,"LEWI.20171114.04.1.e-fisher","COTGIR","Cottus girardi",NA,30,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"212b973a-f946-48ac-83af-fbdd088c28fd","D02","LEWI","LEWI.AOS.fish.point.04","2017-11-14T15:56Z","2017-11-14T16:56Z",2,"LEWI.20171114.04.2.e-fisher","COTGIR","Cottus girardi",NA,65,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"aaef16e9-4765-4092-9740-4b21d73835ad","D02","LEWI","LEWI.AOS.fish.point.04","2017-11-14T17:21Z","2017-11-14T18:20Z",3,"LEWI.20171114.04.3.e-fisher","COTGIR","Cottus girardi",NA,33,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"7f2ae474-5486-4f87-91d8-9a4935baff69","D02","LEWI","LEWI.AOS.fish.point.09","2017-11-16T16:45Z","2017-11-16T17:36Z",2,"LEWI.20171116.09.2.e-fisher","RHIATR","Rhinichthys atratulus",NA,2,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"d9a956ef-de26-43ec-9fc4-12d468971e29","D02","LEWI","LEWI.AOS.fish.point.09","2017-11-16T16:45Z","2017-11-16T17:36Z",2,"LEWI.20171116.09.2.e-fisher","COTGIR","Cottus girardi",NA,26,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"097c15b9-0b2b-4a4c-8fe4-ea3c95fa037f","D02","LEWI","LEWI.AOS.fish.point.09","2017-11-16T17:36Z","2017-11-16T18:15Z",3,"LEWI.20171116.09.3.e-fisher","RHIATR","Rhinichthys atratulus",NA,14,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"897d99e9-3a1c-4456-8980-48a33dfad1d1","D02","LEWI","LEWI.AOS.fish.point.09","2017-11-16T17:36Z","2017-11-16T18:15Z",3,"LEWI.20171116.09.3.e-fisher","COTGIR","Cottus girardi",NA,14,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"47d11877-27d5-46e1-9e0f-7d594d0eacbf","D02","LEWI","LEWI.AOS.fish.point.01","2018-04-09T13:33Z","2018-04-09T15:15Z",1,"LEWI.20180409.01.1.e-fisher","COTGIR","Cottus girardi",NA,33,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"38370d02-e767-472c-a5e6-2f4cfd431bdf","D02","LEWI","LEWI.AOS.fish.point.01","2018-04-09T15:15Z","2018-04-09T16:33Z",2,"LEWI.20180409.01.2.e-fisher","COTGIR","Cottus girardi",NA,73,"",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"dcdabd14-84f7-4ab9-b25c-af5b9b43b9f7","D02","LEWI","LEWI.AOS.fish.point.01","2018-04-09T17:00Z","2018-04-09T17:51Z",3,"LEWI.20180409.01.3.e-fisher","COTGIR","Cottus girardi",NA,39,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"0c1923bf-45e7-41a5-961a-4c9d17ae294f","D02","LEWI","LEWI.AOS.fish.point.02","2018-04-09T18:09Z","2018-04-09T19:20Z",1,"LEWI.20180409.02.1.e-fisher","COTGIR","Cottus girardi",NA,36,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"f368ba02-3dd3-4701-b24c-83dc02ec4ba4","D02","LEWI","LEWI.AOS.fish.point.03","2018-04-10T13:10Z","2018-04-10T16:07Z",1,"LEWI.20180410.03.1.e-fisher","COTGIR","Cottus girardi",NA,17,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"9d6461d2-b4b0-4338-9453-1fad1feb93c6","D02","LEWI","LEWI.AOS.fish.point.04","2018-04-10T16:22Z","2018-04-10T18:00Z",1,"LEWI.20180410.04.1.e-fisher","COTGIR","Cottus girardi",NA,5,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"4d2544df-bbf1-4bab-9130-553dafad625f","D02","LEWI","LEWI.AOS.fish.point.04","2018-04-10T18:00Z","2018-04-10T18:57Z",2,"LEWI.20180410.04.2.e-fisher","COTGIR","Cottus girardi",NA,26,"",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"adb5eb94-e9c9-46bb-a208-fa18c113864b","D02","LEWI","LEWI.AOS.fish.point.04","2018-04-10T19:03Z","2018-04-10T19:46Z",3,"LEWI.20180410.04.3.e-fisher","COTGIR","Cottus girardi",NA,22,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"5a7d66c2-6d54-4b81-86a4-75ec31e64f3f","D02","LEWI","LEWI.AOS.fish.point.09","2018-04-11T16:47Z","2018-04-11T17:29Z",2,"LEWI.20180411.09.2.e-fisher","COTGIR","Cottus girardi",NA,2,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"c35f6a44-a6e2-446d-91c7-293930026535","D02","LEWI","LEWI.AOS.fish.point.09","2018-04-11T17:30Z","2018-04-11T18:07Z",3,"LEWI.20180411.09.3.e-fisher","COTGIR","Cottus girardi",NA,11,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"13fd9fab-25c6-4405-8f3b-f59644681989","D02","LEWI","LEWI.AOS.fish.point.01","2018-10-29T12:29Z","2018-10-29T13:30Z",1,"LEWI.20181029.01.1.e-fisher","COTGIR","Cottus girardi",NA,16,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"3c5e42d8-2453-4200-b211-cbf7eea896a4","D02","LEWI","LEWI.AOS.fish.point.01","2018-10-29T14:10Z","2018-10-29T14:50Z",2,"LEWI.20181029.01.2.e-fisher","COTGIR","Cottus girardi",NA,37,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"3e6f7a8c-7aef-43c0-bde2-aa92f1585d74","D02","LEWI","LEWI.AOS.fish.point.01","2018-10-29T15:18Z","2018-10-29T16:01Z",3,"LEWI.20181029.01.3.e-fisher","COTGIR","Cottus girardi",NA,35,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"e1dbe067-07a9-4f44-b55f-8431d06eda8b","D02","LEWI","LEWI.AOS.fish.point.02","2018-10-29T16:58Z","2018-10-29T17:39Z",1,"LEWI.20181029.02.1.e-fisher","COTGIR","Cottus girardi",NA,12,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
"ea0f779a-791c-4f83-a255-ffa6f2d3fd3b","D02","LEWI","LEWI.AOS.fish.point.04","2018-10-30T14:40Z","2018-10-30T15:15Z",1,"LEWI.20181030.04.1.e-fisher","COTGIR","Cottus girardi",NA,9,"actual",NA,NA,"cVPbPdjHNiGQLnHYRVeACAcxlEMzUaec5lprEhWk53o=",NA
